AH00558: apache2: Could not reliably determine the server's fully qualified domain name, using 172.19.0.3. Set the 'ServerName' directive globally to suppress this message
AH00558: apache2: Could not reliably determine the server's fully qualified domain name, using 172.18.0.3. Set the 'ServerName' directive globally to suppress this message
[Tue Sep 14 12:22:53.983189 2021] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.48 (Debian) PHP/7.4.23 configured -- resuming normal operations
[Tue Sep 14 12:22:53.983584 2021] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Tue Sep 14 12:23:09.772410 2021] [php7:warn] [pid 19] [client 172.18.0.1:50768] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/
[Tue Sep 14 12:23:09.772837 2021] [php7:warn] [pid 19] [client 172.18.0.1:50768] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/
[Tue Sep 14 12:23:14.673739 2021] [php7:warn] [pid 22] [client 172.18.0.1:50802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/
[Tue Sep 14 12:23:14.682835 2021] [php7:warn] [pid 22] [client 172.18.0.1:50802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/
[Tue Sep 14 12:23:14.687510 2021] [php7:warn] [pid 22] [client 172.18.0.1:50802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-header.php on line 9, referer: http://localhost/
[Tue Sep 14 12:23:14.687917 2021] [php7:warn] [pid 22] [client 172.18.0.1:50802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1097, referer: http://localhost/
[Tue Sep 14 12:23:14.687970 2021] [php7:warn] [pid 22] [client 172.18.0.1:50802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1098, referer: http://localhost/
[Tue Sep 14 12:23:15.215461 2021] [php7:warn] [pid 22] [client 172.18.0.1:50802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/wp-admin/about.php
[Tue Sep 14 12:23:15.215522 2021] [php7:warn] [pid 22] [client 172.18.0.1:50802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/wp-admin/about.php
[Tue Sep 14 12:23:20.345450 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/about.php
[Tue Sep 14 12:23:20.351943 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/about.php
[Tue Sep 14 12:23:20.375824 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-header.php on line 9, referer: http://localhost/wp-admin/about.php
[Tue Sep 14 12:23:20.376144 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1097, referer: http://localhost/wp-admin/about.php
[Tue Sep 14 12:23:20.376201 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1098, referer: http://localhost/wp-admin/about.php
[Tue Sep 14 12:23:20.906096 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.906207 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.906278 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.906303 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.931680 2021] [php7:warn] [pid 25] [client 172.18.0.1:50816] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.931812 2021] [php7:warn] [pid 25] [client 172.18.0.1:50816] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.937685 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.938785 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:20.944835 2021] [php7:warn] [pid 23] [client 172.18.0.1:50800] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:24.193032 2021] [php7:warn] [pid 29] [client 172.18.0.1:50834] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:24.199299 2021] [php7:warn] [pid 29] [client 172.18.0.1:50834] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:30.000876 2021] [php7:warn] [pid 29] [client 172.18.0.1:50834] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-header.php on line 9, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:30.001178 2021] [php7:warn] [pid 29] [client 172.18.0.1:50834] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1097, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:30.001229 2021] [php7:warn] [pid 29] [client 172.18.0.1:50834] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1098, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:31.485724 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.486093 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.488029 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.531061 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.531217 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.531352 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.584136 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.584289 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.584440 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.605906 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.606196 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.606488 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.663955 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.664124 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.664322 2021] [php7:warn] [pid 20] [client 172.18.0.1:50848] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.685204 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:31.685265 2021] [php7:warn] [pid 30] [client 172.18.0.1:50836] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.044036 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.044156 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.044229 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.044245 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.045147 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.045437 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.050822 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=1&action=edit
[Tue Sep 14 12:23:38.237035 2021] [php7:warn] [pid 22] [client 172.18.0.1:50878] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.237153 2021] [php7:warn] [pid 22] [client 172.18.0.1:50878] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.239675 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.239809 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.239901 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.239983 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.240804 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.241687 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:38.247932 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:40.946567 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/
[Tue Sep 14 12:23:40.946949 2021] [php7:warn] [pid 21] [client 172.18.0.1:50876] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/
[Tue Sep 14 12:23:52.523160 2021] [php7:warn] [pid 25] [client 172.18.0.1:50898] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.523266 2021] [php7:warn] [pid 25] [client 172.18.0.1:50898] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.523309 2021] [php7:warn] [pid 25] [client 172.18.0.1:50898] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.523324 2021] [php7:warn] [pid 25] [client 172.18.0.1:50898] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.524285 2021] [php7:warn] [pid 25] [client 172.18.0.1:50898] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.525119 2021] [php7:warn] [pid 25] [client 172.18.0.1:50898] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.531319 2021] [php7:warn] [pid 25] [client 172.18.0.1:50898] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.537028 2021] [php7:warn] [pid 23] [client 172.18.0.1:50900] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:52.537100 2021] [php7:warn] [pid 23] [client 172.18.0.1:50900] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:59.046577 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:23:59.057550 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:24:04.394725 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-header.php on line 9, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:24:04.394928 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1097, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:24:04.394990 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/option.php on line 1098, referer: http://localhost/wp-admin/edit.php
[Tue Sep 14 12:24:05.613050 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.613224 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.613382 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.666091 2021] [php7:warn] [pid 19] [client 172.18.0.1:50930] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.666282 2021] [php7:warn] [pid 19] [client 172.18.0.1:50930] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.666464 2021] [php7:warn] [pid 19] [client 172.18.0.1:50930] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.711062 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.711383 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.711750 2021] [php7:warn] [pid 36] [client 172.18.0.1:50914] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.730804 2021] [php7:warn] [pid 29] [client 172.18.0.1:50940] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php
[Tue Sep 14 12:24:05.731217 2021] [php7:warn] [pid 29] [client 172.18.0.1:50940] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php
